Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
LastModified	date	1.3		TRUE	FALSE					
Private	array;boolean;dictionary;integer;name;stream;string	1.3		FALSE	FALSE				[_UniversalArray];[];[_UniversalDictionary];[];[];[Stream];[]	*any
