Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
N	string-text	1.6		TRUE	FALSE	FALSE					Table 362
V	boolean;dictionary;integer;name;stream;string	1.6		TRUE	[FALSE];[FALSE];[FALSE];[FALSE];[TRUE];[FALSE]	FALSE				[];[_UniversalDictionary];[];[];[Stream];[]	anything
F	string-text	1.6		FALSE	FALSE	FALSE					
H	boolean	1.6		FALSE	FALSE	FALSE	false				
