Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.0		FALSE	FALSE					
BaseEncoding	name	1.0		FALSE	FALSE			[MacRomanEncoding,MacExpertEncoding,WinAnsiEncoding]		
Differences	array	1.0		FALSE	FALSE				should not be used with TrueType fonts	[ArrayOfDifferences]
