Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.4		FALSE	FALSE		[SpiderContentSet]		
S	name	1.4		TRUE	FALSE		[SIS]		
ID	string	1.4		TRUE	FALSE				
O	array	1.4		TRUE	FALSE				[]
SI	array;dictionary	1.4		TRUE	FALSE				[ArrayOfSourceInformations];[SourceInformation]
CT	string	1.4		FALSE	FALSE				
TS	date	1.4		FALSE	FALSE				
R	array;integer	1.4		TRUE	FALSE				[ArrayOfIntegersGeneral];[]
