Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
N	dictionary;stream	1.2		TRUE	FALSE	FALSE				[AppearanceSubDict];[XObjectFormType1]	*
R	dictionary;stream	1.2		FALSE	FALSE	FALSE	@N			[AppearanceSubDict];[XObjectFormType1]	*
D	dictionary;stream	1.2		FALSE	FALSE	FALSE	@N			[AppearanceSubDict];[XObjectFormType1]	*
