Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
O	name	1.3		TRUE	FALSE		[Artifact]		
Type	name	1.4		FALSE	FALSE		[Pagination,Layout,Page,Inline]		
BBox	rectangle	1.4		FALSE	FALSE				
