Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
0	name	1.4		TRUE	FALSE	FALSE		[Top,Bottom,Left,Right]			Table 363, Attached cell
1	name	1.4		FALSE	FALSE	FALSE		[Top,Bottom,Left,Right]	[fn:Eval(@1!=@0)]		
2	name	1.4		FALSE	FALSE	FALSE		[Top,Bottom,Left,Right]	[fn:Eval((@2!=@0) && (@2!=@1))]		
3	name	1.4		FALSE	FALSE	FALSE		[Top,Bottom,Left,Right]	[fn:Eval((@3!=@0) && (@3!=@1) && (@3!=@2))]		
