Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		FALSE	FALSE	MediaPermissions				
TF	string	1.5		FALSE	FALSE		(TEMPNEVER)	[(TEMPNEVER),(TEMPEXTRACT),(TEMPACCESS)]		
