Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
ColorSpace	array;name	1.6		TRUE	FALSE					[];[]
Components	array	1.6		TRUE	FALSE					[]
