Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
N	dictionary;stream	1.2	2.0	TRUE	FALSE					[AppearanceTrapNetSubDict];[XObjectFormTrapNet]
R	dictionary;stream	1.2	2.0	FALSE	FALSE		@N			[AppearanceTrapNetSubDict];[XObjectFormTrapNet]
D	dictionary;stream	1.2	2.0	FALSE	FALSE		@N			[AppearanceTrapNetSubDict];[XObjectFormTrapNet]
