Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Lang	string	1.5		TRUE	FALSE					
Preferred	name	1.5		FALSE	FALSE		OFF	ON;OFF		
