Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		FALSE	FALSE	Rendition				
S	name	1.5		TRUE	FALSE	SR				
N	string-text	1.5		FALSE	FALSE					
MH	dictionary	1.5		FALSE	FALSE					[RenditionMH]
BE	dictionary	1.5		FALSE	FALSE					[RenditionBE]
R	array	1.5		TRUE	FALSE					[RenditionSelector,RenditionMedia]
