Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.3		TRUE	FALSE	OBJR				
Pg	dictionary	1.3		FALSE	TRUE					[PageObject]
Obj	any	1.3		TRUE	TRUE					
