Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Recipients	array;string	1.5		TRUE	FALSE					[];[]
EncryptMetadata	boolean	1.5		FALSE	FALSE		TRUE			
Type	name	1.5		FALSE	FALSE			[CryptFilter]		
CFM	name	1.5		FALSE	FALSE		None	[None,V2,AESV2,AESV3]		
AuthEvent	name	1.5		FALSE	FALSE		DocOpen	[DocOpen,EFOpen]		
Lenght	integer	1.5	2.0	TRUE	FALSE					
