Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
O	name	1.6		TRUE	FALSE	NSO				
NS	dictionary	1.6		TRUE	FALSE					[Namespace]
