Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.3		FALSE	FALSE					
Action	name	1.3		TRUE	FALSE			[All,Include,Exclude]		
Fields	array	1.3		FALSE	FALSE				Required:True=>Action:Include||Exclude	[]
V	name	1.5		TRUE	FALSE		1.2	[1.2]		
