Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		FALSE	FALSE	RichMediaConfiguration				
Subtype	name	2.0		FALSE	FALSE			[3D,Sound,Video]		
Name	text tree	2.0		FALSE	FALSE					
Instances	array	2.0		FALSE	FALSE					[RichMediaInstances]
