Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		FALSE	FALSE	RichMediaPosition				
HAlign	name	2.0		FALSE	FALSE		Far	[Near,Center,Far]		
VAlign	name	2.0		FALSE	FALSE		Near	[Near,Center,Far]		
HOffset	number	2.0		FALSE	FALSE		18			
VOffset	number	2.0		FALSE	FALSE		18			
