Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		FALSE	FALSE			[RichMediaDeactivation]		
Condition	name	2.0		FALSE	FALSE		XD	[XD,PC,PI]		
