Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		TRUE	FALSE	OCMD				
OCGs	array;dictionary	1.5		FALSE	FALSE					[];[]
P	name	1.5		FALSE	FALSE		AnyOn	AllOn;AnyOn;AnyOff;AllOff		
VE	array	1.6		FALSE	FALSE					[]
