Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
WhitePoint	array	1.1		TRUE	FALSE				[Whitepoint]	
BlackPoint	array	1.1		FALSE	FALSE				[Blackpoint]	
Range	array	1.1		FALSE	FALSE				[LabRange]	
