Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
Subtype	name	1.5		FALSE	FALSE					
PrintState	name	1.5		FALSE	FALSE		[ON,OFF]			
