Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Solidities	dictionary	1.6		FALSE	FALSE					[Solidities]
PrintingOrder	array	1.6		FALSE	FALSE				IsRequired=>SoliditiesIsPresent	[ArrayOfNamesForPrintingOrder]
DotGain	dictionary	1.6		FALSE	FALSE					[]
