Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
0	name	1.1		TRUE	FALSE		[CalGray]			
1	dictionary	1.1		TRUE	FALSE				[CalGrayDict]	
