Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
0	name	1.3		TRUE	FALSE		[ICCBased]			
1	stream	1.3		TRUE	FALSE				[ICCProfileStream]	
