Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Registry	string-ascii	1.0		TRUE	FALSE					
Ordering	string-ascii	1.0		TRUE	FALSE					
Supplement	integer	1.0		TRUE	FALSE					
