Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
ExtGState	dictionary	1.0		FALSE	FALSE				[GraphicsStateParameter]	*
ColorSpace	dictionary	1.0		FALSE	FALSE				[ColorSpaceMap]	*
Pattern	dictionary	1.0		FALSE	FALSE				[PatternMap]	*
XObject	dictionary	1.0		FALSE	FALSE				[XObjectMap]	*
Font	dictionary	1.0		FALSE	FALSE				[FontMap]	*
ProcSet	array	1.0	2.0	FALSE	FALSE				[_UniversalArray]	*
