Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.0		FALSE	FALSE		[EncryptedPayload]		
Subtype	name	1.0		TRUE	FALSE				
Version	name	1.0		FALSE	FALSE				
