Object	Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
FontFile2	FDecodeParms	array;dictionary	1.2		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFile2	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
FontFile3CIDType0	Length1	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length1>=0)]		Table 5 and Table 125
FontFile3CIDType0	Length2	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length2>=0)]		
FontFile3CIDType0	Length3	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length3>=0)]		
FontFile3CIDType0	Subtype	name	1.2		FALSE	FALSE	FALSE		[CIDFontType0C]			
FontFile3CIDType0	Length	integer	1.2		TRUE	FALSE	FALSE					
FontFile3CIDType0	Filter	array;name	1.2		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFile3CIDType0	DecodeParms	array;dictionary	1.2		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFile3CIDType0	F	dictionary;string	1.2		FALSE	FALSE	FALSE				[FileSpecification];[]	
FontFile3CIDType0	FFilter	array;name	1.2		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFile3CIDType0	FDecodeParms	array;dictionary	1.2		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFile3CIDType0	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
FontFile3Type1	Length1	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length1>=0)]		Table 5 and Table 125
FontFile3Type1	Length2	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length2>=0)]		
FontFile3Type1	Length3	integer	1.2		FALSE	FALSE	FALSE			[fn:Eval(@Length3>=0)]		
FontFile3Type1	Subtype	name	1.2		TRUE	FALSE	FALSE		[Type1C,CIDFontType0C,OpenType]			
FontFile3Type1	Length	integer	1.3		TRUE	FALSE	FALSE					
FontFile3Type1	Filter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFile3Type1	DecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFile3Type1	F	dictionary;string	1.3		FALSE	FALSE	FALSE				[FileSpecification];[]	
FontFile3Type1	FFilter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFile3Type1	FDecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFile3Type1	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
FontFileType1	Length1	integer	1.0		TRUE	FALSE	FALSE			[fn:Eval(@Length1>=0)]		Table 5 and Table 125
FontFileType1	Length2	integer	1.0		TRUE	FALSE	FALSE			[fn:Eval(@Length2>=0)]		
FontFileType1	Length3	integer	1.0		TRUE	FALSE	FALSE			[fn:Eval(@Length3>=0)]		
FontFileType1	Subtype	name	1.0		FALSE	FALSE	FALSE					
FontFileType1	Length	integer	1.3		TRUE	FALSE	FALSE					
FontFileType1	Filter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFileType1	DecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFileType1	F	dictionary;string	1.3		FALSE	FALSE	FALSE				[FileSpecification];[]	
FontFileType1	FFilter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfCompressionFilterNames];[]	
FontFileType1	FDecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FontFileType1	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
FontMap	*	dictionary	1.0		FALSE	FALSE	FALSE				[FontType1,FontTrueType,FontMultipleMaster,FontType3,fn:SinceVersion(1.2,FontType0),fn:SinceVersion(1.2,FontCIDType0),fn:SinceVersion(1.2,FontCIDType2)]	Table 34
FontMultipleMaster	Type	name	1.0		TRUE	FALSE	FALSE		[Font]			Table 109 and Clause 9.6.2.3
FontMultipleMaster	Subtype	name	1.0		TRUE	FALSE	FALSE		[MMType1]			
FontMultipleMaster	Name	name	1.0	2.0	fn:IsRequired(fn:IsPDFVersion(1.0))	FALSE	FALSE					
FontMultipleMaster	BaseFont	name	1.0		TRUE	FALSE	FALSE					
FontMultipleMaster	FirstChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontMultipleMaster	LastChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontMultipleMaster	Widths	array	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE				[ArrayOfNumbersGeneral]	
FontMultipleMaster	FontDescriptor	dictionary	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	TRUE	FALSE				[FontDescriptorType1]	
FontMultipleMaster	Encoding	dictionary;name	1.0		FALSE	FALSE	FALSE		[];[MacRomanEncoding,MacExpertEncoding,WinAnsiEncoding]		[Encoding];[]	
FontMultipleMaster	ToUnicode	stream	1.2		FALSE	TRUE	FALSE				[Stream]	
FontTrueType	Type	name	1.0		TRUE	FALSE	FALSE		[Font]			Table 109 and Clause 9.6.3
FontTrueType	Subtype	name	1.0		TRUE	FALSE	FALSE		[TrueType]			
FontTrueType	Name	name	1.0	2.0	fn:IsRequired(fn:IsPDFVersion(1.0))	FALSE	FALSE					
FontTrueType	BaseFont	name	1.0		TRUE	FALSE	FALSE					
FontTrueType	FirstChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontTrueType	LastChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontTrueType	Widths	array	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE				[ArrayOfNumbersGeneral]	
FontTrueType	FontDescriptor	dictionary	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	TRUE	FALSE				[FontDescriptorTrueType]	
FontTrueType	Encoding	dictionary;name	1.0		FALSE	FALSE	FALSE		[];[MacRomanEncoding,MacExpertEncoding,WinAnsiEncoding]		[Encoding];[]	
FontTrueType	ToUnicode	stream	1.2		FALSE	TRUE	FALSE				[Stream]	
FontType0	Type	name	1.2		TRUE	FALSE	FALSE		[Font]			Table 119
FontType0	Subtype	name	1.2		TRUE	FALSE	FALSE		[Type0]			
FontType0	BaseFont	name	1.2		TRUE	FALSE	FALSE					
FontType0	Encoding	name;stream	1.2		TRUE	[FALSE];[TRUE]	FALSE		[GB-EUC-H,GB-EUC-V,GBpc-EUC-H,GBpc-EUC-V,GBK-EUC-H,GBK-EUC-V,GBKp-EUC-H,GBKp-EUC-V,GBK2K-H,GBK2K-V,UniGB-UCS2-H,UniGB-UCS2-V,UniGB-UTF16-H,UniGB-UTF16-V,B5pc-H,B5pc-V,HKscs-B5-H,HKscs-B5-V,ETen-B5-H,ETen-B5-V,ETenms-B5-H,ETenms-B5-V,CNS-EUC-H,CNS-EUC-V,UniCNS-UCS2-H,UniCNS-UCS2-V,UniCNS-UTF16-H,UniCNS-UTF16-V,83pv-RKSJ-H,90ms-RKSJ-H,90ms-RKSJ-V,90msp-RKSJ-H,90msp-RKSJ-V,90pv-RKSJ-H,Add-RKSJ-H,Add-RKSJ-V,EUC-H,EUC-V,Ext-RKSJ-H,Ext-RKSJ-V,H,V,UniJIS-UCS2-H,UniJIS-UCS2-V,UniJIS-UCS2-HW-H,UniJIS-UCS2-HW-V,UniJIS-UTF16-H,UniJIS-UTF16-V,KSC-EUC-H,KSC-EUC-V,KSCms-UHC-H,KSCms-UHC-V,KSCms-UHC-HW-H,KSCms-UHC-HW-V,KSCpc-EUC-H,UniKS-UCS2-H,UniKS-UCS2-V,UniKS-UTF16-H,UniKS-UTF16-V,Identity-H,Identity-V];[]		[];[CMapStream]	Table 116
FontType0	DescendantFonts	array	1.2		TRUE	FALSE	FALSE				[ArrayOfDescendantFonts]	
FontType0	ToUnicode	stream	1.2		FALSE	TRUE	FALSE				[Stream]	
FontType1	Type	name	1.0		TRUE	FALSE	FALSE		[Font]			Table 109
FontType1	Subtype	name	1.0		TRUE	FALSE	FALSE		[Type1]			
FontType1	Name	name	1.0	2.0	fn:IsRequired(fn:IsPDFVersion(1.0))	FALSE	FALSE					
FontType1	BaseFont	name	1.0		TRUE	FALSE	FALSE					
FontType1	FirstChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontType1	LastChar	integer	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE					
FontType1	Widths	array	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Widths)==(1+(@LastChar - @FirstChar)))]	[ArrayOfNumbersGeneral]	
FontType1	FontDescriptor	dictionary	1.0		fn:IsRequired(fn:SinceVersion(2.0) || fn:NotStandard14Font())	fn:MustBeIndirect(fn:BeforeVersion(2.0))	FALSE				[FontDescriptorType1]	https://github.com/pdf-association/pdf-issues/issues/106
FontType1	Encoding	dictionary;name	1.0		FALSE	FALSE	FALSE		[];[MacRomanEncoding,MacExpertEncoding,WinAnsiEncoding]		[Encoding];[]	
FontType1	ToUnicode	stream	1.2		FALSE	TRUE	FALSE				[Stream]	
FontType3	Type	name	1.0		TRUE	FALSE	FALSE		[Font]			
FontType3	Subtype	name	1.0		TRUE	FALSE	FALSE		[Type3]			Table 110
FontType3	Name	name	1.0		fn:IsRequired(fn:IsPDFVersion(1.0))	FALSE	FALSE					
FontType3	FontBBox	rectangle	1.0		TRUE	FALSE	FALSE					
FontType3	FontMatrix	matrix	1.0		TRUE	FALSE	FALSE					
FontType3	CharProcs	dictionary	1.0		TRUE	FALSE	FALSE				[CharProcMap]	
FontType3	Encoding	dictionary	1.0		TRUE	FALSE	FALSE				[Encoding]	
FontType3	FirstChar	integer	1.0		TRUE	FALSE	FALSE					
FontType3	LastChar	integer	1.0		TRUE	FALSE	FALSE					
FontType3	Widths	array	1.0		TRUE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Widths)==(1+(@LastChar - @FirstChar)))]	[ArrayOfNumbersGeneral]	
FontType3	FontDescriptor	dictionary	1.0		fn:IsRequired(fn:IsPDFTagged())	fn:MustBeIndirect(fn:BeforeVersion(2.0))	FALSE				[FontDescriptorType3]	https://github.com/pdf-association/pdf-issues/issues/106
FontType3	Resources	dictionary	1.2		FALSE	FALSE	FALSE				[Resource]	
FontType3	ToUnicode	stream	1.2		FALSE	TRUE	FALSE				[Stream]	
FunctionType0	FunctionType	integer	1.2		TRUE	FALSE	FALSE		[0]			Table 5, Table 38 and Table 39
FunctionType0	Domain	array	1.2		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Domain) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType0	Range	array	1.2		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Range) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType0	Size	array	1.2		TRUE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Domain)==(2 * fn:ArrayLength(Size)))]	[ArrayOfIntegersGeneral]	array of m positive integers
FunctionType0	BitsPerSample	integer	1.2		TRUE	FALSE	FALSE		[1,2,4,8,12,16,24,32]			
FunctionType0	Order	integer	1.2		FALSE	FALSE	FALSE	1	[1,3]			
FunctionType0	Encode	array	1.2		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Encode)==(2 * fn:ArrayLength(Size)))]	[ArrayOfNumbersGeneral]	
FunctionType0	Decode	array	1.2		FALSE	FALSE	FALSE	@Range		[fn:Eval(fn:ArrayLength(Decode)==fn:ArrayLength(Range))]	[ArrayOfNumbersGeneral]	
FunctionType0	Length	integer	1.3		TRUE	FALSE	FALSE					
FunctionType0	Filter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfCompressionFilterNames];[]	
FunctionType0	DecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FunctionType0	F	dictionary;string	1.3		FALSE	FALSE	FALSE				[FileSpecification];[]	
FunctionType0	FFilter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfCompressionFilterNames];[]	
FunctionType0	FDecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FunctionType0	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
FunctionType2	FunctionType	integer	1.3		TRUE	FALSE	FALSE		[2]			Table 38 and Table 40
FunctionType2	Domain	array	1.3		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Domain) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType2	Range	array	1.3		FALSE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Range) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType2	C0	array	1.3		FALSE	FALSE	FALSE	[0.0]		[fn:Eval(fn:ArrayLength(C0)==fn:ArrayLength(C1))]	[ArrayOfNumbersGeneral]	
FunctionType2	C1	array	1.3		FALSE	FALSE	FALSE	[0.0]		[fn:Eval(fn:ArrayLength(C1)==fn:ArrayLength(C0))]	[ArrayOfNumbersGeneral]	
FunctionType2	N	number	1.3		TRUE	FALSE	FALSE					
FunctionType3	FunctionType	integer	1.3		TRUE	FALSE	FALSE		[3]			Table 38 and Table 41
FunctionType3	Domain	array	1.3		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Domain) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType3	Range	array	1.3		FALSE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Range) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType3	Functions	array	1.3		TRUE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Functions)==(fn:ArrayLength(Bounds)+1))]	[ArrayOfFunctions]	
FunctionType3	Bounds	array	1.3		TRUE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Bounds)==(fn:ArrayLength(Functions) - 1))]	[ArrayOfNumbersGeneral]	
FunctionType3	Encode	array	1.3		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Encode) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType4	FunctionType	integer	1.3		TRUE	FALSE	FALSE		[4]			Table 5 and Table 38 and Clause 7.10.5
FunctionType4	Domain	array	1.3		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Domain) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType4	Range	array	1.3		TRUE	FALSE	FALSE			[fn:Eval((fn:ArrayLength(Range) mod 2)==0)]	[ArrayOfNumbersGeneral]	
FunctionType4	Length	integer	1.3		TRUE	FALSE	FALSE					
FunctionType4	Filter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfCompressionFilterNames];[]	
FunctionType4	DecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(DecodeParms)==fn:ArrayLength(Filter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FunctionType4	F	dictionary;string	1.3		FALSE	FALSE	FALSE				[FileSpecification];[]	
FunctionType4	FFilter	array;name	1.3		FALSE	FALSE	FALSE		[];[ASCIIHexDecode,ASCII85Decode,LZWDecode,FlateDecode,RunLengthDecode,fn:SinceVersion(1.5,Crypt)]	[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfCompressionFilterNames];[]	
FunctionType4	FDecodeParms	array;dictionary	1.3		FALSE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(FDecodeParms)==fn:ArrayLength(FFilter))];[]	[ArrayOfDecodeParams];[FilterLZWDecode,FilterFlateDecode,fn:SinceVersion(1.5,FilterCrypt)]	
FunctionType4	DL	integer	1.5		FALSE	FALSE	FALSE			[fn:Eval(@DL>=0)]		
GammaArray	0	number	1.1		TRUE	FALSE	FALSE	1	[fn:Eval(@0>=0)]			Table 63, Gamma cell
GammaArray	1	number	1.1		TRUE	FALSE	FALSE	1	[fn:Eval(@1>=0)]			
GammaArray	2	number	1.1		TRUE	FALSE	FALSE	1	[fn:Eval(@2>=0)]			
GeographicCoordinateSystem	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		TRUE	FALSE	FALSE		[GEOGCS]			Table 270
GeographicCoordinateSystem	EPSG	integer	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE			[fn:Eval(fn:Not(fn:IsPresent(WKT)))]		
GeographicCoordinateSystem	WKT	string-ascii	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE			[fn:Eval(fn:Not(fn:IsPresent(EPSG)))]		
GraphicsStateParameter	Type	name	1.2		FALSE	FALSE	FALSE		[ExtGState]			Table 57
GraphicsStateParameter	LW	number	1.3		FALSE	FALSE	FALSE		[fn:Eval(@LW>=0)]			
GraphicsStateParameter	LC	integer	1.3		FALSE	FALSE	FALSE		[fn:Eval((@LC>=0) && (@LC<=2))]			Table 53
GraphicsStateParameter	LJ	integer	1.3		FALSE	FALSE	FALSE		[fn:Eval((@LJ>=0) && (@LJ<=2))]			Table 54
GraphicsStateParameter	ML	number	1.3		FALSE	FALSE	FALSE		[fn:Eval(@ML>=1)]			
GraphicsStateParameter	D	array	1.3		FALSE	FALSE	FALSE				[ArrayOfGSPDashPatterns]	
GraphicsStateParameter	RI	name	1.3		FALSE	FALSE	FALSE		[AbsoluteColorimetric,RelativeColorimetric,Saturation,Perceptual]			Table 69
GraphicsStateParameter	OP	boolean	1.2		FALSE	FALSE	FALSE					
GraphicsStateParameter	op	boolean	1.3		FALSE	FALSE	FALSE					
GraphicsStateParameter	OPM	integer	1.3		FALSE	FALSE	FALSE		[fn:Eval((@OPM>=0) && (@OPM<=1))]			
GraphicsStateParameter	Font	array	1.3		FALSE	FALSE	FALSE				[ArrayOfFontAndSize]	
GraphicsStateParameter	BG	fn:SinceVersion(1.3,dictionary);stream	1.2		FALSE	[FALSE];[TRUE]	FALSE				[fn:SinceVersion(1.3,FunctionType2),fn:SinceVersion(1.3,FunctionType3)];[FunctionType0,fn:SinceVersion(1.3,FunctionType4)]	
GraphicsStateParameter	BG2	dictionary;name;stream	1.3		FALSE	[FALSE];[FALSE];[TRUE]	FALSE	[];[Default];[]			[FunctionType2,FunctionType3];[];[FunctionType0,FunctionType4]	
GraphicsStateParameter	UCR	fn:SinceVersion(1.3,dictionary);stream	1.2		FALSE	[FALSE];[TRUE]	FALSE				[fn:SinceVersion(1.3,FunctionType2),fn:SinceVersion(1.3,FunctionType3)];[FunctionType0,fn:SinceVersion(1.3,FunctionType4)]	
GraphicsStateParameter	UCR2	dictionary;name;stream	1.3		FALSE	[FALSE];[FALSE];[TRUE]	FALSE	[];[Default];[]			[FunctionType2,FunctionType3];[];[FunctionType0,FunctionType4]	
GraphicsStateParameter	TR	array;fn:SinceVersion(1.3,dictionary);name;stream	1.2	2.0	FALSE	[FALSE];[FALSE];[FALSE];[TRUE]	FALSE				[ArrayOf4Functions];[fn:SinceVersion(1.3,FunctionType2),fn:SinceVersion(1.3,FunctionType3)];[];[FunctionType0,fn:SinceVersion(1.3,FunctionType4)]	
GraphicsStateParameter	TR2	array;dictionary;name;stream	1.3	2.0	FALSE	[FALSE];[FALSE];[FALSE];[TRUE]	FALSE	[];[];[Default];[]			[ArrayOf4Functions];[FunctionType2,FunctionType3];[];[FunctionType0,FunctionType4]	
GraphicsStateParameter	HT	dictionary;name;stream	1.2		FALSE	[FALSE];[FALSE];[TRUE]	FALSE				[HalftoneType1,HalftoneType5];[];[HalftoneType6,HalftoneType10,fn:SinceVersion(1.3,HalftoneType16)]	
GraphicsStateParameter	FL	number	1.3		FALSE	FALSE	FALSE		[fn:Eval(@FL>0)]			
GraphicsStateParameter	SM	number	1.3		FALSE	FALSE	FALSE		[fn:Eval((@SM>=0) && (@SM<=1))]			
GraphicsStateParameter	SA	boolean	1.2		FALSE	FALSE	FALSE					
GraphicsStateParameter	BM	fn:Deprecated(2.0,array);name	1.4		FALSE	FALSE	FALSE		[];[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]		[ArrayOfBlendModes];[]	Table 134 and Table 135
GraphicsStateParameter	SMask	dictionary;name	1.4		FALSE	FALSE	FALSE		[];[None]		[SoftMaskAlpha,SoftMaskLuminosity];[]	
GraphicsStateParameter	CA	number	1.4		FALSE	FALSE	FALSE		[fn:Eval((@CA>=0) && (@CA<=1))]			
GraphicsStateParameter	ca	number	1.4		FALSE	FALSE	FALSE		[fn:Eval((@ca>=0) && (@ca<=1))]			
GraphicsStateParameter	AIS	boolean	1.4		FALSE	FALSE	FALSE					
GraphicsStateParameter	TK	boolean	1.4		FALSE	FALSE	FALSE					
GraphicsStateParameter	UseBlackPtComp	name	2.0		FALSE	FALSE	FALSE	Default	[OFF,ON,Default]			
GraphicsStateParameter	HTO	array	2.0		FALSE	FALSE	FALSE				[ArrayOf_2Numbers]	
GraphicsStateParameter	HTP	array	1.2	1.3	FALSE	FALSE	FALSE				[ArrayOf_2Integers]	
GraphicsStateParameter	AAPL:AA	boolean	fn:Extension(AAPL,1.2)		FALSE	FALSE	FALSE					Apple Anti-aliasing
GraphicsStateParameter	AAPL:ST	dictionary;name	fn:Extension(AAPL,1.2)		FALSE	FALSE	FALSE	[];[None]			[AAPL_ST];[]	Apple Gaussian blue drop-shadow style dictionary
GraphicsStateParameterMap	*	dictionary	1.2		FALSE	FALSE	FALSE				[GraphicsStateParameter]	Table 34
GroupAttributes	Type	name	1.4		FALSE	FALSE	FALSE		[Group]			Table 94 and Table 145
GroupAttributes	S	name	1.4		TRUE	FALSE	FALSE		[Transparency]			
GroupAttributes	CS	array;name	1.4		FALSE	FALSE	FALSE		[];[DeviceCMYK,DeviceRGB,DeviceGray]		[CalGrayColorSpace,CalRGBColorSpace,ICCBasedColorSpace];[]	
GroupAttributes	I	boolean	1.4		FALSE	FALSE	FALSE	false				
GroupAttributes	K	boolean	1.4		FALSE	FALSE	FALSE	false				
HalftoneType1	Type	name	1.2		FALSE	FALSE	FALSE		[Halftone]			Table 128
HalftoneType1	HalftoneType	integer	1.2		TRUE	FALSE	FALSE		[1]			
HalftoneType1	HalftoneName	string-byte	1.2		FALSE	FALSE	FALSE					
HalftoneType1	Frequency	number	1.2		TRUE	FALSE	FALSE		[fn:Eval(@Frequency>=0)]			
HalftoneType1	Angle	number	1.2		TRUE	FALSE	FALSE					
HalftoneType1	SpotFunction	array;fn:SinceVersion(1.3,dictionary);name;stream	1.2		TRUE	[FALSE];[FALSE];[FALSE];[TRUE]	FALSE		[];[];[SimpleDot,InvertedSimpleDot,DoubleDot,InvertedDoubleDot,CosineDot,Double,InvertedDouble,Line,LineX,LineY,Round,Ellipse,EllipseA,InvertedEllipseA,EllipseB,EllipseC,InvertedEllipseC,Square,Cross,Rhomboid,Diamond];[]		[ArrayOfFunctions];[fn:SinceVersion(1.3,FunctionType2),fn:SinceVersion(1.3,FunctionType3)];[];[FunctionType0,fn:SinceVersion(1.3,FunctionType4)]	
HalftoneType1	AccurateScreens	boolean	1.2		FALSE	FALSE	FALSE	false				
