Object	Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
AnnotSound	AS	name	1.2	2.0	fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotSound	Border	array	1.2	2.0	FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotSound	C	array	1.2	2.0	FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotSound	StructParent	integer	1.3	2.0	FALSE	FALSE	FALSE					Table 359
AnnotSound	OC	dictionary	1.5	2.0	FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotSound	AF	array;dictionary	2.0	2.0	FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotSound	ca	number	2.0	2.0	FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotSound	CA	number	1.4	2.0	FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotSound	BM	name	2.0	2.0	FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotSound	Lang	string-text	2.0	2.0	FALSE	FALSE	FALSE					
AnnotSound	T	string-text	1.2	2.0	FALSE	FALSE	FALSE					
AnnotSound	Popup	dictionary	1.3	2.0	FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotSound	RC	stream;string-text	1.5	2.0	FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotSound	CreationDate	date	1.5	2.0	FALSE	FALSE	FALSE					
AnnotSound	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotSound	Subj	string-text	1.5	2.0	FALSE	FALSE	FALSE					
AnnotSound	RT	name	1.6	2.0	FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotSound	IT	name	1.6	2.0	FALSE	FALSE	FALSE					
AnnotSound	Sound	stream	1.2	2.0	TRUE	TRUE	FALSE				[SoundObject]	
AnnotSound	Name	name	1.2	2.0	FALSE	FALSE	FALSE	Speaker				
AnnotSound	ExData	dictionary	1.7	2.0	FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotSquare	Type	name	1.3		FALSE	FALSE	FALSE		[Annot]			Table 166 and Table 172 and Table 180 (markup annot)
AnnotSquare	Subtype	name	1.3		TRUE	FALSE	FALSE		[Square]			
AnnotSquare	Rect	rectangle	1.3		TRUE	FALSE	FALSE					
AnnotSquare	Contents	string-text	1.3		FALSE	FALSE	FALSE					
AnnotSquare	P	dictionary	1.3		FALSE	TRUE	FALSE				[PageObject]	
AnnotSquare	NM	string-text	1.4		FALSE	FALSE	FALSE					
AnnotSquare	M	date;string-text	1.3		FALSE	FALSE	FALSE					
AnnotSquare	F	bitmask	1.3		FALSE	FALSE	FALSE	0		[fn:Eval(fn:BeforeVersion(1.4,fn:BitsClear(8,32)) && fn:BeforeVersion(1.5,fn:BitsClear(9,32)) && fn:BeforeVersion(1.6,fn:BitsClear(10,32)) && fn:SinceVersion(1.7,fn:BitsClear(11,32)))]		Table 167
AnnotSquare	AP	dictionary	1.3		fn:IsRequired(fn:SinceVersion(2.0,(fn:RectWidth(Rect)>0) || (fn:RectHeight(Rect)>0)))	FALSE	FALSE				[Appearance]	
AnnotSquare	AS	name	1.3		fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotSquare	Border	array	1.3		FALSE	FALSE	FALSE	[0 0 1]		[fn:Ignore(fn:IsPresent(BS))]	[ArrayOf_4AnnotBorderCharacteristics]	
AnnotSquare	C	array	1.3		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotSquare	StructParent	integer	1.3		FALSE	FALSE	FALSE					Table 359
AnnotSquare	OC	dictionary	1.5		FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotSquare	AF	array;dictionary	2.0		FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotSquare	ca	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotSquare	CA	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotSquare	BM	name	2.0		FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotSquare	Lang	string-text	2.0		FALSE	FALSE	FALSE					
AnnotSquare	T	string-text	1.3		FALSE	FALSE	FALSE					
AnnotSquare	Popup	dictionary	1.3		FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotSquare	RC	stream;string-text	1.5		FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotSquare	CreationDate	date	1.5		FALSE	FALSE	FALSE					
AnnotSquare	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotSquare	Subj	string-text	1.5		FALSE	FALSE	FALSE					
AnnotSquare	RT	name	1.6		FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotSquare	IT	name	1.6		FALSE	FALSE	FALSE					
AnnotSquare	BS	dictionary	1.3		FALSE	FALSE	FALSE				[BorderStyle]	
AnnotSquare	IC	array	1.4		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotSquare	BE	dictionary	1.5		FALSE	FALSE	FALSE				[BorderEffect]	
AnnotSquare	RD	rectangle	1.5		FALSE	FALSE	FALSE			[fn:Eval((RD::@0>=0) && (RD::@1>=0) && (RD::@2>=0) && (RD::@3>=0) && ((RD::@1+RD::@3)<fn:RectHeight(Rect)) && ((RD::@0+RD::@2)<fn:RectWidth(Rect)))]		
AnnotSquare	ExData	dictionary	1.7		FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotSquiggly	Type	name	1.4		FALSE	FALSE	FALSE		[Annot]			Table 166 and Table 172 and Table 182 (markup annot)
AnnotSquiggly	Subtype	name	1.4		TRUE	FALSE	FALSE		[Squiggly]			
AnnotSquiggly	Rect	rectangle	1.4		TRUE	FALSE	FALSE					
AnnotSquiggly	Contents	string-text	1.4		FALSE	FALSE	FALSE					
AnnotSquiggly	P	dictionary	1.4		FALSE	TRUE	FALSE				[PageObject]	
AnnotSquiggly	NM	string-text	1.4		FALSE	FALSE	FALSE					
AnnotSquiggly	M	date;string-text	1.4		FALSE	FALSE	FALSE					
AnnotSquiggly	F	bitmask	1.4		FALSE	FALSE	FALSE	0		[fn:Eval(fn:BeforeVersion(1.5,fn:BitsClear(9,32)) && fn:BeforeVersion(1.6,fn:BitsClear(10,32)) && fn:SinceVersion(1.7,fn:BitsClear(11,32)))]		Table 167
AnnotSquiggly	AP	dictionary	1.4		fn:IsRequired(fn:SinceVersion(2.0,(fn:RectWidth(Rect)>0) || (fn:RectHeight(Rect)>0)))	FALSE	FALSE				[Appearance]	
AnnotSquiggly	AS	name	1.4		fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotSquiggly	Border	array	1.4		FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotSquiggly	C	array	1.4		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotSquiggly	StructParent	integer	1.4		FALSE	FALSE	FALSE					Table 359
AnnotSquiggly	OC	dictionary	1.5		FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotSquiggly	AF	array;dictionary	2.0		FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotSquiggly	ca	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotSquiggly	CA	number	1.4		FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotSquiggly	BM	name	2.0		FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotSquiggly	Lang	string-text	2.0		FALSE	FALSE	FALSE					
AnnotSquiggly	T	string-text	1.4		FALSE	FALSE	FALSE					
AnnotSquiggly	Popup	dictionary	1.4		FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotSquiggly	RC	stream;string-text	1.5		FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotSquiggly	CreationDate	date	1.5		FALSE	FALSE	FALSE					
AnnotSquiggly	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotSquiggly	Subj	string-text	1.5		FALSE	FALSE	FALSE					
AnnotSquiggly	RT	name	1.6		FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotSquiggly	IT	name	1.6		FALSE	FALSE	FALSE					
AnnotSquiggly	QuadPoints	array	1.4		TRUE	FALSE	FALSE				[ArrayOfQuadPoints]	
AnnotSquiggly	ExData	dictionary	1.7		FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotStamp	Type	name	1.3		FALSE	FALSE	FALSE		[Annot]			Table 166 and Table 172 and Table 184 (markup annot)
AnnotStamp	Subtype	name	1.3		TRUE	FALSE	FALSE		[Stamp]			
AnnotStamp	Rect	rectangle	1.3		TRUE	FALSE	FALSE					
AnnotStamp	Contents	string-text	1.3		FALSE	FALSE	FALSE					
AnnotStamp	P	dictionary	1.3		FALSE	TRUE	FALSE				[PageObject]	
AnnotStamp	NM	string-text	1.4		FALSE	FALSE	FALSE					
AnnotStamp	M	date;string-text	1.3		FALSE	FALSE	FALSE					
AnnotStamp	F	bitmask	1.3		FALSE	FALSE	FALSE	0		[fn:Eval(fn:BeforeVersion(1.4,fn:BitsClear(8,32)) && fn:BeforeVersion(1.5,fn:BitsClear(9,32)) && fn:BeforeVersion(1.6,fn:BitsClear(10,32)) && fn:SinceVersion(1.7,fn:BitsClear(11,32)))]		Table 167
AnnotStamp	AP	dictionary	1.3		fn:IsRequired(fn:SinceVersion(2.0,(fn:RectWidth(Rect)>0) || (fn:RectHeight(Rect)>0)))	FALSE	FALSE				[Appearance]	
AnnotStamp	AS	name	1.3		fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotStamp	Border	array	1.3		FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotStamp	C	array	1.3		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotStamp	StructParent	integer	1.3		FALSE	FALSE	FALSE					Table 359
AnnotStamp	OC	dictionary	1.5		FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotStamp	AF	array;dictionary	2.0		FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotStamp	ca	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotStamp	CA	number	1.4		FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotStamp	BM	name	2.0		FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotStamp	Lang	string-text	2.0		FALSE	FALSE	FALSE					
AnnotStamp	T	string-text	1.3		FALSE	FALSE	FALSE					
AnnotStamp	Popup	dictionary	1.3		FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotStamp	RC	stream;string-text	1.5		FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotStamp	CreationDate	date	1.5		FALSE	FALSE	FALSE					
AnnotStamp	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotStamp	Subj	string-text	1.5		FALSE	FALSE	FALSE					
AnnotStamp	RT	name	1.6		FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotStamp	Name	name	1.3		FALSE	FALSE	FALSE	Draft	[Approved,Experimental,NotApproved,AsIs,Expired,NotForPublicRelease,Confidential,Final,Sold,Departmental,ForComment,TopSecret,Draft,ForPublicRelease,*]	[fn:Not(fn:IsRequired(fn:IsPresent(IT) && (@IT!=Stamp)))]		
AnnotStamp	IT	name	2.0		FALSE	FALSE	FALSE	Stamp	[StampSnapshot,StampImage,Stamp]			
AnnotStamp	ExData	dictionary	1.7		FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotStrikeOut	Type	name	1.3		FALSE	FALSE	FALSE		[Annot]			Table 166 and Table 172 and Table 182 (markup annot)
AnnotStrikeOut	Subtype	name	1.3		TRUE	FALSE	FALSE		[StrikeOut]			
AnnotStrikeOut	Rect	rectangle	1.3		TRUE	FALSE	FALSE					
AnnotStrikeOut	Contents	string-text	1.3		FALSE	FALSE	FALSE					
AnnotStrikeOut	P	dictionary	1.3		FALSE	TRUE	FALSE				[PageObject]	
AnnotStrikeOut	NM	string-text	1.4		FALSE	FALSE	FALSE					
AnnotStrikeOut	M	date;string-text	1.3		FALSE	FALSE	FALSE					
AnnotStrikeOut	F	bitmask	1.3		FALSE	FALSE	FALSE	0		[fn:Eval(fn:BeforeVersion(1.4,fn:BitsClear(8,32)) && fn:BeforeVersion(1.5,fn:BitsClear(9,32)) && fn:BeforeVersion(1.6,fn:BitsClear(10,32)) && fn:SinceVersion(1.7,fn:BitsClear(11,32)))]		Table 167
AnnotStrikeOut	AP	dictionary	1.3		fn:IsRequired(fn:SinceVersion(2.0,(fn:RectWidth(Rect)>0) || (fn:RectHeight(Rect)>0)))	FALSE	FALSE				[Appearance]	
AnnotStrikeOut	AS	name	1.3		fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotStrikeOut	Border	array	1.3		FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotStrikeOut	C	array	1.3		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotStrikeOut	StructParent	integer	1.3		FALSE	FALSE	FALSE					Table 359
AnnotStrikeOut	OC	dictionary	1.5		FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotStrikeOut	AF	array;dictionary	2.0		FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotStrikeOut	ca	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotStrikeOut	CA	number	1.4		FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotStrikeOut	BM	name	2.0		FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotStrikeOut	Lang	string-text	2.0		FALSE	FALSE	FALSE					
AnnotStrikeOut	T	string-text	1.3		FALSE	FALSE	FALSE					
AnnotStrikeOut	Popup	dictionary	1.3		FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotStrikeOut	RC	stream;string-text	1.5		FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotStrikeOut	CreationDate	date	1.5		FALSE	FALSE	FALSE					
AnnotStrikeOut	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotStrikeOut	Subj	string-text	1.5		FALSE	FALSE	FALSE					
AnnotStrikeOut	RT	name	1.6		FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotStrikeOut	IT	name	1.6		FALSE	FALSE	FALSE					
AnnotStrikeOut	QuadPoints	array	1.3		TRUE	FALSE	FALSE				[ArrayOfQuadPoints]	
AnnotStrikeOut	ExData	dictionary	1.7		FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotText	Type	name	1.0		FALSE	FALSE	FALSE		[Annot]			Table 166 and Table 172 and Table 175 (markup annot)
AnnotText	Subtype	name	1.0		TRUE	FALSE	FALSE		[Text]			
AnnotText	Rect	rectangle	1.0		TRUE	FALSE	FALSE					
AnnotText	Contents	string-text	1.0		FALSE	FALSE	FALSE					
AnnotText	P	dictionary	1.3		FALSE	TRUE	FALSE				[PageObject]	
AnnotText	NM	string-text	1.4		FALSE	FALSE	FALSE					
AnnotText	M	date;string-text	1.1		FALSE	FALSE	FALSE					
AnnotText	F	bitmask	1.1		FALSE	FALSE	FALSE	0		[fn:Eval(fn:BeforeVersion(1.3,fn:BitsClear(4,32)) && fn:BeforeVersion(1.4,fn:BitsClear(8,32)) && fn:BeforeVersion(1.5,fn:BitsClear(9,32)) && fn:BeforeVersion(1.6,fn:BitsClear(10,32)) && fn:SinceVersion(1.7,fn:BitsClear(11,32)))]		Table 167
AnnotText	AP	dictionary	1.2		fn:IsRequired(fn:SinceVersion(2.0,(fn:RectWidth(Rect)>0) || (fn:RectHeight(Rect)>0)))	FALSE	FALSE				[Appearance]	
AnnotText	AS	name	1.2		fn:IsRequired(fn:IsPresent(AP::N::*) || fn:IsPresent(AP::R::*) || fn:IsPresent(AP::D::*))	FALSE	FALSE					
AnnotText	Border	array	1.0		FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotText	C	array	1.1		FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotText	StructParent	integer	1.3		FALSE	FALSE	FALSE					Table 359
AnnotText	OC	dictionary	1.5		FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotText	AF	array;dictionary	2.0		FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotText	ca	number	2.0		FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotText	CA	number	1.4		FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
AnnotText	BM	name	2.0		FALSE	FALSE	FALSE	Normal	[fn:Deprecated(1.4,Compatible),Normal,Multiply,Screen,Difference,Darken,Lighten,ColorDodge,ColorBurn,Exclusion,HardLight,Overlay,SoftLight,Luminosity,Hue,Saturation,Color]			Table 134 and Table 135
AnnotText	Lang	string-text	2.0		FALSE	FALSE	FALSE					
AnnotText	T	string-text	1.1		FALSE	FALSE	FALSE					
AnnotText	Popup	dictionary	1.3		FALSE	TRUE	FALSE				[AnnotPopup]	
AnnotText	RC	stream;string-text	1.5		FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
AnnotText	CreationDate	date	1.5		FALSE	FALSE	FALSE					
AnnotText	IRT	dictionary	1.5		fn:IsRequired(fn:IsPresent(RT))	FALSE	FALSE				[AnnotText,AnnotLink,AnnotFreeText,AnnotLine,AnnotSquare,AnnotCircle,AnnotPolygon,AnnotHighlight,AnnotUnderline,AnnotSquiggly,AnnotStrikeOut,AnnotCaret,AnnotStamp,AnnotInk,AnnotPopup,AnnotFileAttachment,AnnotSound,AnnotMovie,AnnotScreen,AnnotWidget,AnnotPrinterMark,fn:SinceVersion(1.6,AnnotWatermark),fn:SinceVersion(1.6,Annot3D),fn:SinceVersion(1.7,AnnotRedact),fn:SinceVersion(2.0,AnnotProjection),fn:SinceVersion(2.0,AnnotRichMedia)]	
AnnotText	Subj	string-text	1.5		FALSE	FALSE	FALSE					
AnnotText	RT	name	1.6		FALSE	FALSE	FALSE	R	[R,Group]	[fn:IsMeaningful(fn:IsPresent(IRT))]		
AnnotText	IT	name	1.6		FALSE	FALSE	FALSE					
AnnotText	Open	boolean	1.0		FALSE	FALSE	FALSE	false				
AnnotText	Name	name	1.0		FALSE	FALSE	FALSE	Note	[Comment,Key,Note,Help,NewParagraph,Paragraph,Insert]			
AnnotText	State	string-text	1.5		FALSE	FALSE	FALSE	fn:Eval(fn:DefaultValue(@StateModel=='Marked','Unmarked') || fn:DefaultValue(@StateModel=='Review','None'))	['Marked','Unmarked','Accepted','Rejected','Cancelled','Completed','None']			Table 174
AnnotText	StateModel	string-text	1.5		fn:IsRequired(fn:IsPresent(State))	FALSE	FALSE		['Marked','Review']			Table 174
AnnotText	ExData	dictionary	1.7		FALSE	FALSE	FALSE				[ExData3DMarkup,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,ExDataMarkupGeo)),fn:SinceVersion(2.0,ExDataMarkupGeo),fn:SinceVersion(2.0,ExDataProjection)]	2D markup annots only 
AnnotTrapNetwork	Type	name	1.3	2.0	FALSE	FALSE	FALSE		[Annot]			Clause 12.5.6.21 and Table 403. NOT markup annot. 
AnnotTrapNetwork	Subtype	name	1.3	2.0	TRUE	FALSE	FALSE		[TrapNet]			Clause 14.11.6
AnnotTrapNetwork	Rect	rectangle	1.3	2.0	TRUE	FALSE	FALSE					
AnnotTrapNetwork	Contents	string	1.3	2.0	FALSE	FALSE	FALSE					
AnnotTrapNetwork	P	dictionary	1.3	2.0	FALSE	TRUE	FALSE				[PageObject]	
AnnotTrapNetwork	NM	string	1.4	2.0	FALSE	FALSE	FALSE					
AnnotTrapNetwork	M	date;string	1.3	2.0	FALSE	FALSE	FALSE					
AnnotTrapNetwork	F	bitmask	1.3	2.0	TRUE	FALSE	FALSE			[fn:Eval(fn:BitsClear(1,2) && fn:BitSet(3) && fn:BitsClear(4,6) && fn:BitSet(7) && fn:BitsClear(8,32))]		Table 167
AnnotTrapNetwork	AP	dictionary	1.3	2.0	TRUE	FALSE	FALSE				[AppearanceTrapNet]	
AnnotTrapNetwork	AS	name	1.3	2.0	TRUE	FALSE	FALSE					
AnnotTrapNetwork	Border	array	1.3	2.0	FALSE	FALSE	FALSE	[0 0 1]			[ArrayOf_4AnnotBorderCharacteristics]	
AnnotTrapNetwork	C	array	1.3	2.0	FALSE	FALSE	FALSE				[ArrayOf_4NumbersColorAnnotation]	
AnnotTrapNetwork	StructParent	integer	1.3	2.0	FALSE	FALSE	FALSE					Table 359
AnnotTrapNetwork	OC	dictionary	1.5	2.0	FALSE	FALSE	FALSE				[OptContentGroup,OptContentMembership]	
AnnotTrapNetwork	AF	array;dictionary	2.0	2.0	FALSE	FALSE	FALSE				[ArrayOfFileSpecifications];[FileSpecification]	
AnnotTrapNetwork	ca	number	2.0	2.0	FALSE	FALSE	FALSE	1.0	[fn:Eval((@ca>=0.0) && (@ca<=1.0))]			
AnnotTrapNetwork	CA	number	2.0	2.0	FALSE	FALSE	FALSE	1.0	[fn:Eval((@CA>=0.0) && (@CA<=1.0))]			
