Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
Type	name	fn:Extension(ISO_21812,1.7)		TRUE	FALSE	FALSE		[CIP4_HoleMakingIntent]			ISO 21812-1:2019 Table 18
CIP4_HolePattern	array	fn:Extension(ISO_21812,1.7)		TRUE	FALSE	FALSE				[ArrayOfCIP4_HolePattern]	
