Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
Type	name	2.0		FALSE	FALSE	FALSE		[CollectionSplit]			Table 158
Direction	name	2.0		FALSE	FALSE	FALSE		[H,V,N]			
Position	number	2.0		FALSE	FALSE	FALSE		[fn:Eval((@Position>=0) && (@Position<=100))]	[fn:Ignore(@Direction==N)]		
