Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		TRUE	FALSE		[OCG]		
Name	string-text	1.5		TRUE	FALSE				
Intent	array;name	1.5		FALSE	FALSE				[ArrayOfNamesGeneral];[]
Usage	dictionary	1.5		FALSE	FALSE				[OptContentUsage]
