Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
Name	string-text	1.5		FALSE	FALSE	FALSE					
Creator	string-text	1.5		FALSE	FALSE	FALSE					
BaseState	name	1.5		FALSE	FALSE	FALSE	ON	[ON,OFF,Unchanged]			
ON	array	1.5		FALSE	FALSE	FALSE				[fn:SinceVersion(1.5,ArrayOfOptContentGroups)]	
OFF	array	1.5		FALSE	FALSE	FALSE				[fn:SinceVersion(1.5,ArrayOfOptContentGroups)]	
Intent	array;name	1.5		FALSE	FALSE	FALSE	View			[fn:SinceVersion(1.3,ArrayOfNamesGeneral)];[]	
AS	array	1.5		FALSE	FALSE	FALSE				[fn:SinceVersion(1.5,ArrayOfOCUsage)]	
Order	array	1.5		FALSE	FALSE	FALSE				[fn:SinceVersion(1.5,ArrayOfOptContentGroups)]	
ListMode	name	1.5		FALSE	FALSE	FALSE	AllPages	[AllPages,VisiblePages]			
RBGroups	array	1.5		FALSE	FALSE	FALSE				[fn:SinceVersion(1.5,ArrayOfArraysRBGroups)]	
Locked	array	1.6		FALSE	FALSE	FALSE	[]			[fn:SinceVersion(1.5,ArrayOfOptContentGroups)]	
