Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
URL	string-ascii	1.6		TRUE	FALSE				
Ff	integer	1.6		TRUE	FALSE	0	[0,1]		
