Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
Type	name	fn:Extension(ISO_21812,1.7)		TRUE	FALSE	FALSE		[CIP4_Company]			ISO 21812-1:2019 Table 27
CIP4_DescriptiveName	string	fn:Extension(ISO_21812,1.7)		FALSE	FALSE	FALSE					
CIP4_OrganizationName	string	fn:Extension(ISO_21812,1.7)		TRUE	FALSE	FALSE					
CIP4_OrganizationalUnit	string	fn:Extension(ISO_21812,1.7)		FALSE	FALSE	FALSE					
