Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.2	2.0	FALSE	FALSE		[Action]		
S	name	1.2	2.0	TRUE	FALSE		[Movie]		
Next	array;dictionary	1.2	2.0	FALSE	FALSE				[ArrayOfActions];[ActionGoTo,ActionGoToR,ActionGoToE,ActionGoToDp,ActionLaunch,ActionThread,ActionURI,ActionSound,ActionMovie,ActionHide,ActionNamed,ActionSubmitForm,ActionResetForm,ActionImportData,ActionSetOCGState,ActionRendition,ActionTransition,ActionGoTo3DView,ActionECMAScript,ActionRichMediaExecute]
Annotation	dictionary	1.2	2.0	FALSE	FALSE				[AnnotMovie]
T	string-text	1.2	2.0	FALSE	FALSE				
Operation	name	1.2	2.0	FALSE	FALSE	Play	[Play,Stop,Pause,Resume]		
