Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
0	dictionary;number	1.1		TRUE	FALSE				[PageObject];[]
1	name	1.1		TRUE	FALSE		[Fit,FitB]		
