Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
SW	name	1.3		FALSE	FALSE	A	[A,B,S,N]		
S	name	1.3		FALSE	FALSE	A	[A,P]		
A	array	1.3		FALSE	FALSE	[0.5 0.5]			[ArrayOf_2Numbers]
FB	boolean	1.5		FALSE	FALSE	FALSE			
