Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link	Note
0	integer	1.3		TRUE	FALSE					
1	integer	1.3		TRUE	FALSE					
2	integer	1.3		TRUE	FALSE					
