Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	DefaultValue	PossibleValues	SpecialCase	Link
*	name	2.0		TRUE	FALSE		[D,T,H,FilmStrip,FreeForm,Linear,Tree]		
