Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link	
*	dictionary	1.2		FALSE	FALSE					[FieldTx,FieldBtn,FieldCh,FieldSig,Field,AnnotWidget]	*can be merged together
