Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,4		NEPRAVDA	NEPRAVDA	Mask				
S	name	1,4		PRAVDA	NEPRAVDA	Luminosity				
G	stream	1,4		PRAVDA	NEPRAVDA					[GroupTransparency]
BC	array	1,4		NEPRAVDA	NEPRAVDA					
TR	dictionary;name;stream	1,4		NEPRAVDA	NEPRAVDA					[FunctionType2,FunctionType3];[];[FunctionType0,FunctionType4]
