Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Subtype	name	1,6		NEPRAVDA	NEPRAVDA		DeviceN	DeviceN;NChannel		
Colorants	dictionary	1,6		NEPRAVDA	NEPRAVDA				IsRequired=>Subtype==NChannel	[]
Process	dictionary	1,6		NEPRAVDA	NEPRAVDA				IsRequired=>Subtype==NChannel	[DeviceNProcess]
MixingHints	dictionary	1,6		NEPRAVDA	NEPRAVDA					[DeviceNMixingHints]
