Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.7		FALSE	FALSE					
Subtype	name	1.7		TRUE	FALSE			Markup3D;3DM;MarkupGeo	value=Markup3D=>3D;	
