Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,7		NEPRAVDA	NEPRAVDA	CollectionSubitem				
D	string;date;number	1,7		NEPRAVDA	NEPRAVDA		none			
P	string	1,7		NEPRAVDA	NEPRAVDA		none			
