Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name			NEPRAVDA	NEPRAVDA	Pattern				
PatternType	integer			PRAVDA	NEPRAVDA	1				
PaintType	integer			PRAVDA	NEPRAVDA			1;2		
TilingType	integer			PRAVDA	NEPRAVDA			1;2;3		
BBox	rectangle			PRAVDA	NEPRAVDA					
XStep	number			PRAVDA	NEPRAVDA					
YStep	number			PRAVDA	NEPRAVDA					
Resources	dictionary			PRAVDA	NEPRAVDA					[]
Matrix	array			NEPRAVDA	NEPRAVDA					[]
