Key	Type	SinceVersion	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
AP	array	2.0	TRUE						
A1	array	2.0	TRUE						
N1	string	2.0	FALSE						
A2	array	2.0	TRUE						
N2	string	2.0	FALSE						
D1	array	2.0	TRUE						
TP	array	2.0	TRUE						
TY	array	2.0	TRUE						
TS	number	2.0	FALSE			12			
C	array	2.0	FALSE			[1 1 1]			
V	number	2.0	TRUE						
U	string	2.0	TRUE						
P	integer	2.0	FALSE			3			
UT	string	2.0	FALSE						
S	dictionary	2.0	FALSE						
