Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		FALSE	FALSE	MediaPlayers				
MU	array	1.5		FALSE	FALSE					[]
A	array	1.5		FALSE	FALSE					[]
NU	array	1.5		FALSE	FALSE					[]
