Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Event	name	1,5		PRAVDA	NEPRAVDA			View;Print;Export		
OCGs	array	1,5		NEPRAVDA	NEPRAVDA					[]
Category	array	1,5		PRAVDA	NEPRAVDA					[]
