Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	2.0		FALSE	FALSE	RichMediaContent				
Assets	name tree	2.0		FALSE	FALSE					FileSpecification
Confiurations	array	2.0		FALSE	FALSE					
Views	array	2.0		FALSE	FALSE					
