Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,1		NEPRAVDA	NEPRAVDA	Border				
W	number	1,1		NEPRAVDA	NEPRAVDA		1			
S	name	1,1		NEPRAVDA	NEPRAVDA		S	S;B;D;I;U		
D	array	1,1		NEPRAVDA	NEPRAVDA		3			[]
