Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.5		FALSE	FALSE	SoftwareIdentifier				
U	string	1.5		TRUE	FALSE					
L	array	1.5		FALSE	FALSE		[0]			[]
LI	boolean	1.5		FALSE	FALSE		TRUE			
H	array	1.5		FALSE	FALSE		[]			[]
HI	boolean	1.5		FALSE	FALSE		TRUE			
OS	array	1.5		FALSE	FALSE		[]			[]
