Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
O	name	1,6		PRAVDA	NEPRAVDA	UserProperties				
NS	dictionary	1,6		NEPRAVDA	NEPRAVDA				Required=true=>O=NSO	[Namespace]
P	array	1,6		PRAVDA	NEPRAVDA					[UserProperty]
