Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,5		PRAVDA	NEPRAVDA	OCMD				
OCGs	array;dictionary	1,5		NEPRAVDA	NEPRAVDA					[];[]
P	name	1,5		NEPRAVDA	NEPRAVDA		AnyOn	AllOn;AnyOn;AnyOff;AllOff		
VE	array	1,6		NEPRAVDA	NEPRAVDA					[]
