Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,4		NEPRAVDA	NEPRAVDA	OutputIntent				
S	name	1,4		PRAVDA	NEPRAVDA					
OutputCondition	string	1,4		NEPRAVDA	NEPRAVDA					
OutputConditionIdentifier	string	1,4		PRAVDA	NEPRAVDA					
RegistryName	string	1,4		NEPRAVDA	NEPRAVDA					
Info	string	1,4		NEPRAVDA	NEPRAVDA					
DestOutputProfile	stream	1,4		NEPRAVDA	NEPRAVDA					[ICCProfileStream]
DestOutputProfileRef	dictionary	2,0		NEPRAVDA	NEPRAVDA					[DestOutputProfileRef]
MixingHints	dictionary	2,0		NEPRAVDA	NEPRAVDA					[]
SpectralData	dictionary	2,0		NEPRAVDA	NEPRAVDA					[]
