Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.2		FALSE	FALSE	Action				
S	name	1.2		TRUE	FALSE	Named				
Next	dictionary;array	1.2		FALSE	FALSE					
N	name	1.2		TRUE	FALSE			NextPage;PrevPage;FirstPage;LastPage		
