Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Recipients	array;string	1,5		PRAVDA	NEPRAVDA					[];[]
EncryptMetadata	boolean	1,5		NEPRAVDA	NEPRAVDA		PRAVDA			
Type	name	1,5		NEPRAVDA	NEPRAVDA	CryptFilter				
CFM	name	1,5		NEPRAVDA	NEPRAVDA		None	None;V2;AESV2;AESV3		
AuthEvent	name	1,5		NEPRAVDA	NEPRAVDA		DocOpen	DocOpen;EFOpen		
Lenght	integer	1,5	2,0	PRAVDA	NEPRAVDA					
