Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
F	dictionary;string	1,2	2,0	PRAVDA	NEPRAVDA					[FileSpecification];[]
Aspect	array	1,2	2,0	NEPRAVDA	NEPRAVDA					[]
Rotate	integer	1,2	2,0	NEPRAVDA	NEPRAVDA		0	Value%90=0		
Poster	boolean;stream	1,2	2,0	NEPRAVDA	NEPRAVDA					[];[]
