Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link	note
Type	name	1,4	2,0	PRAVDA	NEPRAVDA	SlideShow					
Subtype	name	1,4	2,0	PRAVDA	NEPRAVDA	Embedded					
Resources	name tree	1,4	2,0	PRAVDA	NEPRAVDA					[]	
StartResource	string	1,4	2,0	PRAVDA	NEPRAVDA						byte string
