Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1,3		NEPRAVDA	NEPRAVDA					
Subtype	name	1,3		NEPRAVDA	NEPRAVDA					
Params	dictionary	1,3		NEPRAVDA	NEPRAVDA					[EmbeddedFileParameter]
