Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
B	dictionary	1,5		NEPRAVDA	NEPRAVDA					[MediaOffsetTime,MediaOffsetMarker,MediaOffsetFrame]
E	dictionary	1,5		NEPRAVDA	NEPRAVDA					[MediaOffsetTime,MediaOffsetMarker,MediaOffsetFrame]
