Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
BitsPerCoordinate	integer	1.3		TRUE	FALSE			1;2;4;8;12;16;24;32		
BitsPerComponent	integer	1.3		TRUE	FALSE			1;2;4;8;12;16		
VerticesPerRow	integer	1.3		TRUE	FALSE			value>=2		
Decode	array	1.3		FALSE	FALSE					[]
Function	array;dictionary;stream	1.3		TRUE	FALSE					[ArrayOfFunctions];[FunctionType2,FunctionType3];[FunctionType0,FunctionType4]
ShadingType	integer	1.3		TRUE	FALSE	5				
ColorSpace	array;name	1.3		TRUE	FALSE					[];[]
Background	array	1.3		FALSE	FALSE					[]
BBox	rectangle	1.3		FALSE	FALSE					
AntiAlias	boolean	1.3		FALSE	FALSE		FALSE			
