Key	Type	SinceVersion	DeprecatedIn	Required	IndirectRefrence	RequiredValue	DefaultValue	PossibleValues	SpecialCase	Link
Type	name	1.1		FALSE	FALSE	Action				
S	name	1.1		TRUE	FALSE	GoTo3DView				
Next	array;dictionary	1.2		FALSE	FALSE					[];ActionDecision]
TA	dictionary	1.6		TRUE	FALSE					[Annot3D]
V	various	1.6		TRUE	FALSE					
